Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ci,11280450,0,"Saturday, April  6, 2013 10:46:37 UTC",33.4822,-116.4628,1.9,9.20,104,"Southern California"
ak,10688737,2,"Saturday, April  6, 2013 10:28:04 UTC",60.6534,-151.1501,1.4,62.30,29,"Kenai Peninsula, Alaska"
ci,11280426,2,"Saturday, April  6, 2013 10:23:49 UTC",33.8018,-116.0905,1.6,2.90,49,"Southern California"
ak,10690116,2,"Saturday, April  6, 2013 10:23:28 UTC",62.7521,-151.7294,1.0,9.20,18,"Central Alaska"
ak,10688733,2,"Saturday, April  6, 2013 10:07:25 UTC",61.0824,-151.0574,1.3,4.40,20,"Southern Alaska"
us,b000g16l,8,"Saturday, April  6, 2013 10:04:10 UTC",-3.4684,138.4474,4.7,86.00,49,"Papua, Indonesia"
ak,10688729,2,"Saturday, April  6, 2013 09:37:30 UTC",62.1026,-145.1444,1.2,19.50,18,"Central Alaska"
us,b000g16h,6,"Saturday, April  6, 2013 09:34:13 UTC",-9.9049,-75.4870,4.6,45.10,54,"central Peru"
nc,71967105,1,"Saturday, April  6, 2013 09:24:58 UTC",38.8105,-122.8157,1.5,3.10,25,"Northern California"
ak,10688722,2,"Saturday, April  6, 2013 09:22:43 UTC",61.5690,-149.9591,2.0,42.90,49,"Southern Alaska"
ak,10688720,2,"Saturday, April  6, 2013 09:15:11 UTC",53.2944,-166.8368,2.3,58.20,22,"Fox Islands, Aleutian Islands, Alaska"
ci,11280402,2,"Saturday, April  6, 2013 09:07:45 UTC",36.0635,-117.8737,1.3,2.40,26,"Central California"
ci,11280394,2,"Saturday, April  6, 2013 09:07:13 UTC",36.0618,-117.8742,1.0,2.10,24,"Central California"
uu,60018252,2,"Saturday, April  6, 2013 09:01:44 UTC",39.3648,-111.4035,1.0,16.50, 6,"Utah"
us,b000g16a,7,"Saturday, April  6, 2013 08:49:28 UTC",-8.8280,-78.6536,4.6,77.60,204,"near the coast of northern Peru"
ci,11280386,2,"Saturday, April  6, 2013 08:18:24 UTC",35.9325,-117.6702,1.1,2.50,18,"Central California"
ak,10688700,3,"Saturday, April  6, 2013 08:02:52 UTC",59.6169,-152.9252,2.4,96.20,62,"Southern Alaska"
us,b000g15w,7,"Saturday, April  6, 2013 07:50:31 UTC",-3.5231,138.4321,5.2,71.10,53,"Papua, Indonesia"
ak,10688697,2,"Saturday, April  6, 2013 07:48:55 UTC",63.1668,-150.3640,1.1,109.00,23,"Central Alaska"
hv,60486596,1,"Saturday, April  6, 2013 07:44:32 UTC",19.5045,-156.0458,2.4,42.40,21,"Hawaii region, Hawaii"
us,b000g15r,7,"Saturday, April  6, 2013 07:37:54 UTC",1.6496,127.4578,4.8,136.00,73,"Halmahera, Indonesia"
uu,60018247,2,"Saturday, April  6, 2013 07:12:29 UTC",38.9932,-111.3508,1.0,2.70, 6,"Utah"
hv,60486591,1,"Saturday, April  6, 2013 07:09:52 UTC",19.6122,-155.6147,1.8,12.30,24,"Island of Hawaii, Hawaii"
ak,10688688,2,"Saturday, April  6, 2013 07:01:30 UTC",61.0144,-150.7420,1.4,56.20,32,"Southern Alaska"
ak,10688687,2,"Saturday, April  6, 2013 07:01:10 UTC",60.2077,-140.9594,1.3,9.10,21,"Southern Yukon Territory, Canada"
us,b000g15p,5,"Saturday, April  6, 2013 06:56:50 UTC",-3.7227,152.0635,4.7,8.40,52,"New Ireland region, Papua New Guinea"
ci,11280362,2,"Saturday, April  6, 2013 06:51:59 UTC",36.0470,-117.8592,1.7,1.90,28,"Central California"
ak,10688684,2,"Saturday, April  6, 2013 06:51:23 UTC",51.5553,-178.1770,2.8,26.10,20,"Andreanof Islands, Aleutian Islands, Alaska"
ci,11280346,2,"Saturday, April  6, 2013 06:46:19 UTC",36.0442,-117.8605,2.4,1.60,35,"Central California"
ak,10688682,2,"Saturday, April  6, 2013 06:41:15 UTC",63.0407,-150.5848,1.3,110.30,32,"Central Alaska"
us,b000g150,7,"Saturday, April  6, 2013 06:20:46 UTC",-3.3995,138.5527,4.6,68.30,39,"Papua, Indonesia"
ci,11280330,2,"Saturday, April  6, 2013 06:09:47 UTC",35.9923,-117.7970,1.2,2.30,10,"Central California"
ak,10688675,2,"Saturday, April  6, 2013 06:06:06 UTC",62.7266,-150.5656,1.2,87.00,29,"Central Alaska"
us,b000g14x,4,"Saturday, April  6, 2013 05:57:59 UTC",-3.5215,138.2996,4.1,70.60,28,"Papua, Indonesia"
ak,10688664,2,"Saturday, April  6, 2013 05:51:29 UTC",62.8582,-149.4983,2.5,71.10,68,"Central Alaska"
ak,10690101,2,"Saturday, April  6, 2013 05:42:58 UTC",62.0464,-150.7210,1.2,61.00,26,"Central Alaska"
pr,13096002,0,"Saturday, April  6, 2013 05:42:08 UTC",19.0060,-64.2710,2.6,19.00, 4,"Virgin Islands region"
ci,11280306,2,"Saturday, April  6, 2013 05:37:18 UTC",34.8747,-116.5935,1.7,10.80,32,"Southern California"
hv,60486541,5,"Saturday, April  6, 2013 05:36:47 UTC",19.4905,-155.0297,2.5,44.20,63,"Island of Hawaii, Hawaii"
mb,13299632,2,"Saturday, April  6, 2013 05:35:41 UTC",45.2834,-112.5893,1.3,10.50,12,"western Montana"
ci,11280298,2,"Saturday, April  6, 2013 05:28:27 UTC",33.2570,-116.0192,1.3,3.20,28,"Southern California"
hv,60486536,1,"Saturday, April  6, 2013 05:24:39 UTC",19.4243,-155.4650,1.8,8.00,27,"Island of Hawaii, Hawaii"
nc,71967030,0,"Saturday, April  6, 2013 05:20:32 UTC",38.8438,-122.8292,1.0,2.20,17,"Northern California"
ci,11280282,0,"Saturday, April  6, 2013 04:53:19 UTC",33.6532,-116.7327,1.6,16.70,71,"Southern California"
ak,10688627,2,"Saturday, April  6, 2013 04:48:17 UTC",59.8400,-153.3033,2.0,124.30,39,"Southern Alaska"
ak,10688626,3,"Saturday, April  6, 2013 04:46:27 UTC",51.5015,-178.1265,2.1,11.70,19,"Andreanof Islands, Aleutian Islands, Alaska"
us,b000g13s,E,"Saturday, April  6, 2013 04:42:36 UTC",-3.5255,138.4661,7.0,68.00,145,"Papua, Indonesia"
ak,10688622,2,"Saturday, April  6, 2013 04:40:35 UTC",60.1298,-152.9222,2.3,123.70,69,"Southern Alaska"
nc,71967005,0,"Saturday, April  6, 2013 04:32:33 UTC",38.8267,-122.8013,1.7,0.00,19,"Northern California"
ci,11280242,0,"Saturday, April  6, 2013 04:20:01 UTC",33.5057,-116.4520,1.4,8.80,55,"Southern California"
hv,60486511,5,"Saturday, April  6, 2013 04:06:51 UTC",19.8908,-155.5645,2.8,22.20,70,"Island of Hawaii, Hawaii"
ak,10690096,2,"Saturday, April  6, 2013 03:41:25 UTC",63.3122,-152.6218,1.3,17.10,12,"Central Alaska"
ci,11280226,0,"Saturday, April  6, 2013 03:34:29 UTC",33.2855,-116.7522,1.5,6.80,33,"Southern California"
ci,11280218,0,"Saturday, April  6, 2013 03:32:31 UTC",33.8022,-116.0870,1.4,5.20,54,"Southern California"
ak,10688604,2,"Saturday, April  6, 2013 03:31:12 UTC",63.1417,-150.4997,3.0,115.50,97,"Central Alaska"
ci,11280210,0,"Saturday, April  6, 2013 03:15:46 UTC",32.5348,-115.6992,2.0,0.00,24,"Baja California, Mexico"
hv,60486476,1,"Saturday, April  6, 2013 03:03:02 UTC",19.1492,-155.4022,2.0,35.00,28,"Island of Hawaii, Hawaii"
hv,60486471,1,"Saturday, April  6, 2013 03:02:31 UTC",19.0975,-155.4632,2.4,56.20,14,"Island of Hawaii, Hawaii"
ak,10688598,3,"Saturday, April  6, 2013 03:00:00 UTC",51.8311,-177.3714,2.3,82.60,21,"Andreanof Islands, Aleutian Islands, Alaska"
pr,13096000,0,"Saturday, April  6, 2013 02:45:01 UTC",18.0678,-67.2608,2.5,15.00, 7,"Mona Passage, Puerto Rico"
ak,10690093,2,"Saturday, April  6, 2013 02:37:53 UTC",60.1913,-152.8732,1.9,130.40,29,"Southern Alaska"
nn,00408556,1,"Saturday, April  6, 2013 02:25:09 UTC",37.5072,-115.0607,1.7,9.10, 7,"Nevada"
nc,71966975,0,"Saturday, April  6, 2013 02:20:28 UTC",36.2868,-120.8240,1.7,8.10,10,"Central California"
ak,10688586,2,"Saturday, April  6, 2013 02:16:27 UTC",61.3384,-147.6686,1.0,0.00, 7,"Southern Alaska"
ak,10690091,2,"Saturday, April  6, 2013 02:07:55 UTC",54.5167,-161.4709,1.7,4.60, 8,"Alaska Peninsula"
nc,71966970,0,"Saturday, April  6, 2013 02:01:35 UTC",36.8305,-121.9612,1.4,7.40, 7,"Monterey Bay, California"
us,b000g132,6,"Saturday, April  6, 2013 01:34:24 UTC",8.3123,141.8963,4.6,10.10,24,"State of Yap, Federated States of Micronesia"
nc,71966955,2,"Saturday, April  6, 2013 01:24:06 UTC",37.8897,-118.4915,1.4,9.70,28,"Central California"
ci,11280178,0,"Saturday, April  6, 2013 01:15:33 UTC",33.7105,-116.7617,1.1,17.10,41,"Southern California"
nc,71966950,1,"Saturday, April  6, 2013 01:10:01 UTC",35.7233,-121.1030,1.9,6.90,27,"Central California"
ci,11280162,0,"Saturday, April  6, 2013 00:45:03 UTC",36.0460,-117.8595,1.6,1.30,31,"Central California"
us,b000g12m,5,"Saturday, April  6, 2013 00:41:59 UTC",44.7795,146.1175,4.5,170.90,59,"Kuril Islands"
ak,10688524,3,"Saturday, April  6, 2013 00:35:45 UTC",61.1823,-151.6644,1.5,88.90,31,"Southern Alaska"
us,b000g128,E,"Saturday, April  6, 2013 00:29:55 UTC",42.7491,131.0570,5.9,571.20,163,"eastern Russia-northeastern China border region"
ci,11280146,0,"Saturday, April  6, 2013 00:28:53 UTC",36.0378,-117.8573,1.5,1.40,25,"Central California"
mb,13773480,2,"Saturday, April  6, 2013 00:28:53 UTC",44.5840,-112.4636,1.1,4.70,10,"western Montana"
nc,71966935,3,"Saturday, April  6, 2013 00:11:33 UTC",40.3030,-123.0485,2.6,46.10,67,"Northern California"
hv,60486411,1,"Saturday, April  6, 2013 00:05:53 UTC",18.9685,-155.5075,2.5,23.30, 9,"Hawaii region, Hawaii"
ak,10688511,3,"Saturday, April  6, 2013 00:05:07 UTC",60.7565,-150.6614,1.5,47.60,31,"Kenai Peninsula, Alaska"
ak,10688506,3,"Saturday, April  6, 2013 00:01:26 UTC",51.8695,-177.8241,1.6,6.60,18,"Andreanof Islands, Aleutian Islands, Alaska"
ci,11280138,0,"Friday, April  5, 2013 23:53:18 UTC",34.3328,-116.8725,1.2,0.00,20,"Southern California"
ak,10688499,3,"Friday, April  5, 2013 23:40:21 UTC",52.3439,-174.4681,1.8,131.10,17,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10689595,2,"Friday, April  5, 2013 23:23:36 UTC",52.0787,178.0854,2.9,68.60,14,"Rat Islands, Aleutian Islands, Alaska"
nc,71966925,3,"Friday, April  5, 2013 23:16:34 UTC",39.5293,-123.2503,1.8,6.80,24,"Northern California"
uw,60515182,1,"Friday, April  5, 2013 23:03:37 UTC",45.7005,-119.1502,1.6,0.00,10,"Oregon"
ci,11280114,0,"Friday, April  5, 2013 23:01:00 UTC",33.1035,-116.7302,1.3,3.50,15,"Southern California"
uu,60018212,4,"Friday, April  5, 2013 22:59:06 UTC",44.7865,-110.8287,1.1,5.00,12,"Yellowstone National Park, Wyoming"
us,b000g112,9,"Friday, April  5, 2013 22:55:02 UTC",36.4463,71.4090,5.4,103.60,75,"Hindu Kush region, Afghanistan"
us,b000g1a2,6,"Friday, April  5, 2013 22:31:50 UTC",-55.9296,-124.6644,5.5,34.60,22,"southern East Pacific Rise"
ci,11280106,0,"Friday, April  5, 2013 22:24:39 UTC",33.6447,-116.1005,1.5,15.00,27,"Southern California"
nc,71966905,2,"Friday, April  5, 2013 22:24:26 UTC",38.9925,-123.0692,1.7,5.60,26,"Northern California"
us,b000g103,6,"Friday, April  5, 2013 22:10:44 UTC",-22.2493,170.7974,4.9,24.40,28,"southeast of the Loyalty Islands"
ci,11280090,0,"Friday, April  5, 2013 22:10:02 UTC",35.7937,-118.0577,1.4,13.20,23,"Central California"
ak,10689594,2,"Friday, April  5, 2013 22:04:49 UTC",52.5457,-163.1467,3.0,25.00,20,"south of Alaska"
us,b000g0zc,4,"Friday, April  5, 2013 21:53:01 UTC",37.3464,144.7041,4.9,37.40,94,"off the east coast of Honshu, Japan"
nc,71966880,2,"Friday, April  5, 2013 21:50:29 UTC",37.8857,-118.4722,1.1,8.00,18,"Central California"
ci,11280066,0,"Friday, April  5, 2013 21:44:28 UTC",33.3947,-117.5202,2.0,3.20,17,"Southern California"
nc,71966875,1,"Friday, April  5, 2013 21:39:25 UTC",38.7867,-122.7613,2.0,1.20,30,"Northern California"
ak,10689593,2,"Friday, April  5, 2013 21:35:06 UTC",61.0308,-152.0496,1.5,93.30,17,"Southern Alaska"
ci,11280058,0,"Friday, April  5, 2013 21:34:48 UTC",33.8028,-116.0907,1.4,4.60,39,"Southern California"
ak,10688442,2,"Friday, April  5, 2013 21:31:32 UTC",61.3420,-150.9215,1.6,67.50,28,"Southern Alaska"
ak,10688440,2,"Friday, April  5, 2013 21:27:49 UTC",60.3970,-147.8425,1.4,1.90,19,"Southern Alaska"
ci,11280050,0,"Friday, April  5, 2013 21:23:04 UTC",32.9535,-116.2185,1.8,4.10,12,"Southern California"
uw,60515137,2,"Friday, April  5, 2013 21:09:21 UTC",45.1445,-122.7265,2.2,25.90,35,"Oregon"
nc,71966865,1,"Friday, April  5, 2013 21:05:45 UTC",38.8140,-122.8107,1.0,3.40,23,"Northern California"
nc,71966860,0,"Friday, April  5, 2013 21:03:45 UTC",38.8137,-122.8132,1.1,3.20,17,"Northern California"
nc,71966855,1,"Friday, April  5, 2013 20:53:48 UTC",37.4195,-118.6222,1.6,12.10,24,"Central California"
nc,71966850,0,"Friday, April  5, 2013 20:39:40 UTC",37.8802,-118.4727,1.9,6.80,14,"Central California"
ak,10689590,2,"Friday, April  5, 2013 20:38:34 UTC",54.4075,-161.6158,1.9,25.60, 7,"Alaska Peninsula"
us,b000g0wg,5,"Friday, April  5, 2013 20:38:23 UTC",67.6215,142.8771,4.4,15.10,45,"northeastern Sakha, Russia"
nc,71966845,2,"Friday, April  5, 2013 20:35:32 UTC",37.8860,-118.4735,1.1,8.70,15,"Central California"
ak,10688415,2,"Friday, April  5, 2013 20:24:58 UTC",63.3561,-151.4153,1.6,11.00,22,"Central Alaska"
ci,11280010,0,"Friday, April  5, 2013 20:16:46 UTC",33.9963,-116.9338,1.3,6.40,14,"Southern California"
ak,10688404,2,"Friday, April  5, 2013 20:13:02 UTC",61.9267,-149.1001,1.1,37.20,26,"Southern Alaska"
us,b000g0tx,7,"Friday, April  5, 2013 20:00:52 UTC",36.7806,141.3536,5.4,45.90,143,"near the east coast of Honshu, Japan"
nc,71966835,1,"Friday, April  5, 2013 19:59:35 UTC",38.8192,-122.8253,1.0,2.90,22,"Northern California"
us,b000g0t0,5,"Friday, April  5, 2013 19:55:56 UTC",-4.3137,152.7206,5.2,35.10,53,"New Britain region, Papua New Guinea"
ak,10688371,3,"Friday, April  5, 2013 19:37:37 UTC",66.0061,-151.7363,1.9,6.20,20,"northern Alaska"
us,b000g0qz,6,"Friday, April  5, 2013 19:24:58 UTC",43.4896,145.9178,5.1,101.60,129,"Hokkaido, Japan region"
nc,71966830,3,"Friday, April  5, 2013 19:12:15 UTC",35.7257,-121.1145,1.4,7.40,44,"Central California"
ak,10688357,3,"Friday, April  5, 2013 19:09:05 UTC",51.7884,-174.1860,1.8,52.30,18,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71966825,3,"Friday, April  5, 2013 19:02:33 UTC",39.4062,-120.1913,1.1,9.90,24,"Northern California"
nc,71966820,3,"Friday, April  5, 2013 19:01:50 UTC",39.7375,-123.5293,1.6,14.30,16,"Northern California"
ci,11279946,0,"Friday, April  5, 2013 19:00:11 UTC",33.5108,-116.6225,1.2,25.90,19,"Southern California"
ak,10688353,3,"Friday, April  5, 2013 18:58:09 UTC",61.9710,-149.3646,1.1,48.40,26,"Southern Alaska"
nc,71966815,1,"Friday, April  5, 2013 18:51:17 UTC",38.8390,-122.8288,1.1,2.80,23,"Northern California"
ci,11279930,0,"Friday, April  5, 2013 18:23:27 UTC",34.6112,-119.0768,1.8,13.10,25,"Southern California"
nc,71966785,3,"Friday, April  5, 2013 18:15:46 UTC",35.7263,-121.1107,1.3,6.90,33,"Central California"
nc,71966780,3,"Friday, April  5, 2013 17:57:38 UTC",35.7250,-121.1100,1.3,7.40,32,"Central California"
nc,71966775,3,"Friday, April  5, 2013 17:56:35 UTC",35.7245,-121.1142,1.0,6.60,28,"Central California"
nc,71966770,3,"Friday, April  5, 2013 17:54:01 UTC",35.7282,-121.1080,2.8,7.70,99,"Central California"
ak,10688334,2,"Friday, April  5, 2013 17:46:56 UTC",61.0929,-151.2842,1.3,70.50,21,"Southern Alaska"
us,b000g0lm,5,"Friday, April  5, 2013 17:35:30 UTC",0.2629,98.6780,5.5,45.50,64,"Nias region, Indonesia"
ci,11279898,1,"Friday, April  5, 2013 17:26:38 UTC",35.5670,-118.5203,1.7,0.30,19,"Central California"
ak,10689581,2,"Friday, April  5, 2013 17:18:21 UTC",62.0721,-151.3263,1.3,83.90,19,"Central Alaska"
nc,71966745,1,"Friday, April  5, 2013 17:15:36 UTC",37.9827,-122.0433,1.8,16.80,25,"San Francisco Bay area, California"
ak,10688024,2,"Friday, April  5, 2013 16:47:02 UTC",61.1127,-149.7772,1.5,31.90,27,"Southern Alaska"
pr,13095008,0,"Friday, April  5, 2013 16:15:30 UTC",19.1490,-64.5674,3.2,57.00, 7,"Virgin Islands region"
ci,11279866,0,"Friday, April  5, 2013 16:14:16 UTC",33.9772,-118.4235,1.9,7.40,31,"Greater Los Angeles area, California"
ci,11279850,0,"Friday, April  5, 2013 15:43:49 UTC",33.2500,-116.0215,2.1,7.10,92,"Southern California"
ak,10687897,2,"Friday, April  5, 2013 15:39:35 UTC",61.5944,-146.4273,1.8,30.20,41,"Southern Alaska"
ci,11279842,0,"Friday, April  5, 2013 15:37:55 UTC",32.7927,-116.5900,1.5,7.30,35,"Southern California"
ak,10689577,2,"Friday, April  5, 2013 15:37:40 UTC",62.8105,-151.7399,1.1,7.50,19,"Central Alaska"
ak,10689576,2,"Friday, April  5, 2013 15:36:08 UTC",63.5675,-149.9551,1.0,123.40,12,"Central Alaska"
nc,71966700,1,"Friday, April  5, 2013 14:50:29 UTC",38.7927,-122.7783,2.0,4.20,42,"Northern California"
ci,11279818,0,"Friday, April  5, 2013 14:50:16 UTC",34.0477,-117.2843,2.0,17.30,124,"Greater Los Angeles area, California"
ak,10687887,3,"Friday, April  5, 2013 14:46:48 UTC",51.6080,-178.4260,2.0,4.90,20,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60018117,4,"Friday, April  5, 2013 14:26:49 UTC",44.7902,-110.8358,1.3,6.30,16,"Yellowstone National Park, Wyoming"
nc,71966695,0,"Friday, April  5, 2013 14:26:28 UTC",38.7477,-122.7095,1.0,2.10, 9,"Northern California"
ak,10687870,2,"Friday, April  5, 2013 14:11:36 UTC",61.1481,-146.7560,1.9,22.80,38,"Southern Alaska"
ak,10687855,3,"Friday, April  5, 2013 14:04:04 UTC",56.9185,-156.2366,4.9,70.00,145,"Alaska Peninsula"
nn,00408481,1,"Friday, April  5, 2013 13:52:34 UTC",38.3313,-118.2348,1.9,12.70,13,"Nevada"
us,b000g0f7,5,"Friday, April  5, 2013 13:48:02 UTC",-9.5774,108.6286,4.9,31.60,22,"south of Java, Indonesia"
uw,60514962,1,"Friday, April  5, 2013 13:25:46 UTC",47.8715,-121.6522,1.5,10.60,10,"Washington"
uw,60514957,2,"Friday, April  5, 2013 13:17:00 UTC",48.5120,-119.9138,1.8,0.80,17,"Washington"
nc,71966660,2,"Friday, April  5, 2013 13:14:02 UTC",37.4213,-118.6213,1.1,11.40,15,"Central California"
us,b000g0d7,9,"Friday, April  5, 2013 13:12:35 UTC",-15.2691,-172.5094,5.0,40.60,20,"Samoa Islands region"
nc,71966650,3,"Friday, April  5, 2013 13:10:23 UTC",37.4090,-121.4495,1.1,5.60,25,"Northern California"
ci,11279762,0,"Friday, April  5, 2013 13:05:34 UTC",33.4907,-116.4345,1.0,9.90,45,"Southern California"
ak,10687805,2,"Friday, April  5, 2013 13:02:38 UTC",63.3684,-151.3991,2.5,13.70,39,"Central Alaska"
us,b000g0cq,9,"Friday, April  5, 2013 13:00:02 UTC",42.7127,131.1050,6.2,561.90,101,"eastern Russia-northeastern China border region"
ak,10687803,2,"Friday, April  5, 2013 12:43:30 UTC",52.6621,-164.0410,2.9,81.10,27,"south of Alaska"
ci,11279746,1,"Friday, April  5, 2013 12:40:34 UTC",36.0453,-117.8590,1.4,2.30,20,"Central California"
ci,11279738,1,"Friday, April  5, 2013 12:39:36 UTC",32.7147,-115.8978,1.5,8.70,20,"Southern California"
ak,10689569,2,"Friday, April  5, 2013 12:33:26 UTC",62.9955,-150.6003,1.1,109.40,19,"Central Alaska"
ak,10687798,2,"Friday, April  5, 2013 12:24:13 UTC",61.1572,-146.8964,1.4,0.00, 7,"Southern Alaska"
ak,10687792,2,"Friday, April  5, 2013 12:07:20 UTC",63.4810,-151.2467,1.3,2.70,19,"Central Alaska"
ci,11279714,3,"Friday, April  5, 2013 11:51:06 UTC",36.0482,-117.8613,2.6,2.10,35,"Central California"
ak,10689566,2,"Friday, April  5, 2013 11:45:34 UTC",59.4422,-152.6472,1.8,80.60,29,"Southern Alaska"
nc,71966625,0,"Friday, April  5, 2013 11:39:22 UTC",38.8383,-122.8082,1.1,3.80,14,"Northern California"
nc,71966620,2,"Friday, April  5, 2013 11:35:57 UTC",36.2902,-120.8272,1.3,8.60,23,"Central California"
ci,11279706,1,"Friday, April  5, 2013 11:32:36 UTC",33.4965,-116.4382,1.2,7.50,37,"Southern California"
ci,11279698,1,"Friday, April  5, 2013 11:30:34 UTC",33.5413,-116.4555,1.0,11.40,26,"Southern California"
ci,11279682,2,"Friday, April  5, 2013 11:24:09 UTC",33.5350,-116.4607,2.3,10.90,84,"Southern California"
nc,71966600,2,"Friday, April  5, 2013 11:24:06 UTC",37.4180,-118.7608,1.1,12.40,35,"Central California"
nc,71966595,1,"Friday, April  5, 2013 11:21:20 UTC",38.8238,-122.8077,1.1,2.90,24,"Northern California"
ak,10687780,2,"Friday, April  5, 2013 11:21:14 UTC",62.7800,-148.9294,1.1,62.90,22,"Central Alaska"
ak,10687777,2,"Friday, April  5, 2013 11:18:09 UTC",63.1253,-150.9449,2.3,126.60,63,"Central Alaska"
us,b000g0bf,7,"Friday, April  5, 2013 11:05:04 UTC",51.7633,-173.7722,3.8,53.90,26,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10687769,3,"Friday, April  5, 2013 10:59:56 UTC",59.7103,-153.4193,2.2,126.30,43,"Southern Alaska"
ci,11279674,2,"Friday, April  5, 2013 10:38:44 UTC",34.0103,-116.7720,1.3,14.10,53,"Southern California"
ci,11279658,2,"Friday, April  5, 2013 10:26:16 UTC",34.0322,-116.3140,1.0,8.00,37,"Southern California"
ak,10687761,2,"Friday, April  5, 2013 10:22:48 UTC",61.2906,-147.6734,1.3,19.00,25,"Southern Alaska"
ak,10689559,2,"Friday, April  5, 2013 10:14:53 UTC",61.6719,-151.9503,1.6,90.50,30,"Southern Alaska"
uu,60018082,4,"Friday, April  5, 2013 10:10:01 UTC",39.6992,-111.2575,1.3,1.60, 9,"Utah"
ak,10687757,2,"Friday, April  5, 2013 10:09:17 UTC",60.2062,-151.8339,2.0,73.00,48,"Kenai Peninsula, Alaska"
us,b000g0at,7,"Friday, April  5, 2013 10:00:03 UTC",-31.9470,-176.9161,4.6,32.90,34,"Kermadec Islands region"
ak,10687749,2,"Friday, April  5, 2013 09:53:06 UTC",57.4924,-142.8763,3.1,11.80,59,"Gulf of Alaska"
ak,10687748,3,"Friday, April  5, 2013 09:52:09 UTC",63.2802,-151.3441,1.0,7.90,18,"Central Alaska"
nc,71966580,3,"Friday, April  5, 2013 09:32:45 UTC",36.9615,-121.4543,2.8,5.10,94,"Central California"
ci,11279634,1,"Friday, April  5, 2013 09:25:36 UTC",35.8775,-118.3555,1.5,5.20,15,"Central California"
ak,10687742,2,"Friday, April  5, 2013 09:13:56 UTC",61.4390,-150.7015,1.4,50.90,30,"Southern Alaska"
nc,71966575,0,"Friday, April  5, 2013 09:07:13 UTC",38.8382,-122.7730,1.0,2.10,19,"Northern California"
nc,71966570,1,"Friday, April  5, 2013 08:57:29 UTC",38.8132,-122.8085,1.4,2.90,24,"Northern California"
ak,10687732,3,"Friday, April  5, 2013 08:51:42 UTC",58.8610,-154.4953,2.6,127.20,59,"Alaska Peninsula"
ak,10689551,2,"Friday, April  5, 2013 08:47:01 UTC",61.9474,-150.5259,1.1,59.00,20,"Southern Alaska"
ci,11279602,1,"Friday, April  5, 2013 08:20:20 UTC",32.8245,-115.6073,2.0,13.10,27,"Southern California"
nc,71966555,0,"Friday, April  5, 2013 07:59:26 UTC",38.8273,-122.8252,1.0,3.10,19,"Northern California"
ci,11279570,1,"Friday, April  5, 2013 07:50:06 UTC",36.0453,-117.8592,1.1,2.20,14,"Central California"
nc,71966540,0,"Friday, April  5, 2013 07:31:58 UTC",38.6553,-122.5750,1.6,4.90,10,"Northern California"
ak,10687720,2,"Friday, April  5, 2013 07:28:45 UTC",63.2306,-150.7189,1.7,130.30,38,"Central Alaska"
ci,11279546,2,"Friday, April  5, 2013 07:27:17 UTC",36.0875,-117.8522,1.0,4.20,11,"Central California"
ak,10689549,2,"Friday, April  5, 2013 07:25:09 UTC",61.8311,-150.7680,1.3,59.00,22,"Southern Alaska"
nc,71966535,5,"Friday, April  5, 2013 07:12:53 UTC",38.8367,-122.8033,2.0,2.60,73,"Northern California"
ci,11279538,1,"Friday, April  5, 2013 07:11:12 UTC",36.0433,-117.8498,1.1,1.20,12,"Central California"
ci,11279530,1,"Friday, April  5, 2013 07:07:51 UTC",33.8030,-116.0963,1.1,2.70,31,"Southern California"
ak,10687715,2,"Friday, April  5, 2013 07:05:52 UTC",54.9863,-160.7433,2.1,48.50,15,"Alaska Peninsula"
ci,11279514,2,"Friday, April  5, 2013 06:59:37 UTC",36.0415,-117.8637,1.6,2.00,22,"Central California"
uu,60018077,2,"Friday, April  5, 2013 06:54:58 UTC",39.0955,-111.4883,1.3,5.80, 5,"Utah"
nc,71966525,2,"Friday, April  5, 2013 06:49:04 UTC",37.5403,-118.8653,1.1,9.40,25,"Central California"
nn,00408461,1,"Friday, April  5, 2013 06:42:38 UTC",37.2752,-116.0272,1.3,5.30,18,"Nevada"
ak,10687702,2,"Friday, April  5, 2013 06:23:10 UTC",60.1892,-151.1561,2.0,59.40,45,"Kenai Peninsula, Alaska"
ci,11279490,2,"Friday, April  5, 2013 06:19:11 UTC",35.9358,-117.6747,1.1,2.50,14,"Central California"
nc,71966510,1,"Friday, April  5, 2013 06:08:25 UTC",38.8352,-122.8737,1.8,1.80,25,"Northern California"
ci,11279482,2,"Friday, April  5, 2013 06:05:57 UTC",33.1438,-115.6457,1.0,2.30,20,"Southern California"
ci,11279450,0,"Friday, April  5, 2013 05:58:16 UTC",32.8208,-115.5923,1.6,13.60,16,"Southern California"
ci,11279442,0,"Friday, April  5, 2013 05:53:47 UTC",33.1542,-115.6072,1.5,3.30,16,"Southern California"
ci,11279434,0,"Friday, April  5, 2013 05:47:31 UTC",33.1737,-115.6037,1.5,5.50,12,"Southern California"
ak,10687690,2,"Friday, April  5, 2013 05:42:14 UTC",63.1093,-150.7464,1.5,121.70,31,"Central Alaska"
